index,result_date,description,lamax,laeq,lceq,lcpeak,result_month,result_day
53,2022-01-14,MP 05: Calvariekapel KU Leuven,52.18064168894754,50.22335960739377,59.16293910668195,71.48102156324873,1.0,14.0
54,2022-01-14,MP 06: Parkstraat 2 La Filosovia,51.717,49.88200694444445,59.0531693287037,71.49998032407407,1.0,14.0
55,2022-01-14,MP 07: Naamsestraat 81,50.57171064814815,49.34824768518518,60.269924421296295,71.47998148148149,1.0,14.0
56,2022-01-15,MP 03: Naamsestraat 62 Taste,52.97951264687156,51.46926202465706,60.88579209353476,72.54834554610176,1.0,15.0
57,2022-01-15,MP 05: Calvariekapel KU Leuven,49.78839699074074,47.79609490740741,56.60203900462963,69.05118483796296,1.0,15.0
58,2022-01-15,MP 06: Parkstraat 2 La Filosovia,49.56334332573294,47.62289494091367,56.4616544172965,69.37335154342064,1.0,15.0
59,2022-01-15,MP 07: Naamsestraat 81,47.893369136216855,46.577893262653504,57.77448303799812,69.07438986562344,1.0,15.0
60,2022-01-16,MP 03: Naamsestraat 62 Taste,51.71522916666667,50.25948611111111,59.22080532407408,71.00064513888888,1.0,16.0
61,2022-01-16,MP 05: Calvariekapel KU Leuven,48.306524381069224,46.457791178138635,54.79194203636616,67.29016192317042,1.0,16.0
62,2022-01-16,MP 06: Parkstraat 2 La Filosovia,47.75949931135057,45.84804458281733,54.15840048147591,67.38852571150797,1.0,16.0
63,2022-01-16,MP 07: Naamsestraat 81,46.11576175650181,44.95167999629626,55.93277074966145,67.32020243289853,1.0,16.0
64,2022-01-17,MP 03: Naamsestraat 62 Taste,53.242232408468475,51.80283362850297,61.8003437098436,73.25897292228615,1.0,17.0
65,2022-01-17,MP 05: Calvariekapel KU Leuven,50.492174677947666,48.703059063183595,57.53771397817105,69.70372052917278,1.0,17.0
66,2022-01-17,MP 06: Parkstraat 2 La Filosovia,50.012472366578315,48.268938297896966,57.327284806537115,69.91664544728528,1.0,17.0
67,2022-01-17,MP 07: Naamsestraat 81,48.9066412037037,47.62999421296296,59.02308645833333,70.21126921296296,1.0,17.0
68,2022-01-18,MP 03: Naamsestraat 62 Taste,53.241102759794785,51.671316895780976,62.12623820167464,73.53723128771121,1.0,18.0
69,2022-01-18,MP 05: Calvariekapel KU Leuven,49.94316550925926,48.1586400462963,57.535370486111105,69.57818125,1.0,18.0
70,2022-01-18,MP 06: Parkstraat 2 La Filosovia,50.31132562473233,48.640640300010425,58.32700336817251,70.57835202611201,1.0,18.0
71,2022-01-18,MP 07: Naamsestraat 81,49.29285763888889,48.054207175925924,59.427304050925926,70.58937256944445,1.0,18.0
72,2022-01-19,MP 03: Naamsestraat 62 Taste,53.91887729699061,52.44924446811713,62.553625047763504,73.95151928487894,1.0,19.0
73,2022-01-19,MP 05: Calvariekapel KU Leuven,51.021685185185184,49.44607060185185,58.5236787037037,70.4836269675926,1.0,19.0
74,2022-01-19,MP 06: Parkstraat 2 La Filosovia,51.19751620370371,49.58788773148148,58.55640960648148,70.91877997685185,1.0,19.0
75,2022-01-19,MP 07: Naamsestraat 81,50.965721825484096,49.70984270651281,60.09515584671119,71.44758527297769,1.0,19.0
76,2022-01-20,MP 03: Naamsestraat 62 Taste,54.34822261578174,52.86535518746166,62.70731178812853,74.2071454532827,1.0,20.0
77,2022-01-20,MP 05: Calvariekapel KU Leuven,52.18739206926086,50.403616981874585,58.756824232042405,71.012051204889,1.0,20.0
78,2022-01-20,MP 06: Parkstraat 2 La Filosovia,51.78518981481482,50.094427083333336,58.49077349537037,71.11100752314815,1.0,20.0
79,2022-01-20,MP 07: Naamsestraat 81,50.935187500000005,49.636996527777775,60.2808162037037,71.60774953703704,1.0,20.0
80,2022-01-21,MP 03: Naamsestraat 62 Taste,54.37125694444444,52.722966435185185,62.80993078703703,74.32085717592592,1.0,21.0
81,2022-01-21,MP 05: Calvariekapel KU Leuven,52.11096990740741,50.2330775462963,59.0702775462963,71.2954230324074,1.0,21.0
82,2022-01-21,MP 06: Parkstraat 2 La Filosovia,51.90526973691826,50.14226785032234,59.216502042847715,71.65010301045152,1.0,21.0
83,2022-01-21,MP 07: Naamsestraat 81,50.205695799622674,48.91980855816753,60.164064724469604,71.38919314328044,1.0,21.0
84,2022-01-22,MP 03: Naamsestraat 62 Taste,53.11620999016033,51.39656306071655,61.226829968512696,72.82408999351732,1.0,22.0
85,2022-01-22,MP 05: Calvariekapel KU Leuven,50.03940162037037,48.01017824074074,56.65466284722223,69.11049745370372,1.0,22.0
86,2022-01-22,MP 06: Parkstraat 2 La Filosovia,49.48807740830334,47.55014757115244,56.30672507783655,69.12317885623676,1.0,22.0
87,2022-01-22,MP 07: Naamsestraat 81,47.64376092315883,46.28805888957048,57.45326172756629,68.76160800472228,1.0,22.0
88,2022-01-23,MP 03: Naamsestraat 62 Taste,51.648295743991106,49.900483953132955,59.904403394618626,71.49828567128236,1.0,23.0
89,2022-01-23,MP 05: Calvariekapel KU Leuven,47.61749421296296,45.479104166666666,54.31350266203704,66.86192268518519,1.0,23.0
90,2022-01-23,MP 06: Parkstraat 2 La Filosovia,47.34465097975671,45.26262225257236,53.92121552332781,67.11982337758539,1.0,23.0
91,2022-01-23,MP 07: Naamsestraat 81,45.25149074074074,43.95886111111111,55.40350081018518,66.68918946759258,1.0,23.0
92,2022-01-24,MP 03: Naamsestraat 62 Taste,53.28960699195462,51.67713839208196,62.33041384020559,73.69869018127937,1.0,24.0
93,2022-01-24,MP 05: Calvariekapel KU Leuven,51.17653302159772,49.29071274798028,58.998154818398575,71.05222852380842,1.0,24.0
94,2022-01-24,MP 06: Parkstraat 2 La Filosovia,50.24839755089758,48.42100371532078,57.818519543050265,70.42696188613294,1.0,24.0
95,2022-01-24,MP 07: Naamsestraat 81,48.619693514971246,47.35183509068392,59.3123269945254,70.38656697415479,1.0,24.0
96,2022-01-25,MP 03: Naamsestraat 62 Taste,53.51859878215369,51.90407492301637,62.2897594406242,73.73452571137506,1.0,25.0
97,2022-01-25,MP 05: Calvariekapel KU Leuven,50.32317476851852,48.406665509259255,58.084944328703706,70.21383877314815,1.0,25.0
98,2022-01-25,MP 06: Parkstraat 2 La Filosovia,50.99511226851852,49.16776620370371,58.49685023148149,71.01859409722222,1.0,25.0
99,2022-01-25,MP 07: Naamsestraat 81,49.81821874999999,48.57274074074074,59.63392766203703,70.84814930555555,1.0,25.0
100,2022-01-26,MP 03: Naamsestraat 62 Taste,53.16910701876303,51.5889842483206,62.070479378279146,73.46426599182313,1.0,26.0
101,2022-01-26,MP 05: Calvariekapel KU Leuven,49.75411226851852,48.120190972222225,57.659793865740745,69.52782685185186,1.0,26.0
102,2022-01-26,MP 06: Parkstraat 2 La Filosovia,54.35236060340833,52.33257478247438,60.41078798331875,72.8699382175771,1.0,26.0
103,2022-01-26,MP 07: Naamsestraat 81,49.03165430155442,47.73545064178984,59.09091355224019,70.28363881526407,1.0,26.0
104,2022-01-27,MP 03: Naamsestraat 62 Taste,54.307512731481474,52.778921296296296,62.575937337237704,74.1233282792625,1.0,27.0
105,2022-01-27,MP 05: Calvariekapel KU Leuven,52.132873446144586,50.60271534063289,59.482905044098246,71.4393247528878,1.0,27.0
106,2022-01-27,MP 06: Parkstraat 2 La Filosovia,52.57236805555555,50.88412615740741,59.294608333333336,71.82560763888888,1.0,27.0
107,2022-01-27,MP 07: Naamsestraat 81,51.1565636574074,49.92347337962963,60.40730925925926,71.79191631944445,1.0,27.0
108,2022-01-28,MP 03: Naamsestraat 62 Taste,54.50976386524453,52.90343373982327,62.78147123880994,74.33392268584466,1.0,28.0
109,2022-01-28,MP 05: Calvariekapel KU Leuven,52.71471296296296,50.82938888888889,59.29302673611111,71.59179976851851,1.0,28.0
110,2022-01-28,MP 06: Parkstraat 2 La Filosovia,52.54394560185185,50.7999212962963,59.442203125,71.86157164351852,1.0,28.0
111,2022-01-28,MP 07: Naamsestraat 81,51.68343036377736,50.267058646512105,61.02134145071123,72.35030787393373,1.0,28.0
112,2022-01-29,MP 03: Naamsestraat 62 Taste,53.34939814814815,51.69920254629629,61.548042361111115,73.16487418981481,1.0,29.0
113,2022-01-29,MP 05: Calvariekapel KU Leuven,51.49954976851851,49.426177083333336,58.09052060185186,70.64009016203704,1.0,29.0
114,2022-01-29,MP 06: Parkstraat 2 La Filosovia,51.198388888888886,49.1911875,57.337216319444444,70.14646643518519,1.0,29.0
115,2022-01-29,MP 07: Naamsestraat 81,49.31240046296297,47.850494212962964,58.660074189814814,70.15032337962964,1.0,29.0
116,2022-01-30,MP 03: Naamsestraat 62 Taste,51.729224928234096,50.01318524863413,60.04108227613668,71.6276443420687,1.0,30.0
117,2022-01-30,MP 05: Calvariekapel KU Leuven,48.589634139284016,46.46840356948576,55.067109573027466,67.6044755147629,1.0,30.0
118,2022-01-30,MP 06: Parkstraat 2 La Filosovia,48.13122685185185,45.99547453703704,54.5470324074074,67.65841608796296,1.0,30.0
119,2022-01-30,MP 07: Naamsestraat 81,45.73537268518519,44.41584027777778,56.260835185185186,67.4962513888889,1.0,30.0
120,2022-01-31,MP 03: Naamsestraat 62 Taste,54.22455252738092,52.69373885660037,63.503406001806106,75.36020828026952,1.0,31.0
121,2022-01-31,MP 05: Calvariekapel KU Leuven,52.480992835565225,50.72029305894744,60.6237375432586,72.88339043275964,1.0,31.0
122,2022-01-31,MP 06: Parkstraat 2 La Filosovia,51.580934356588074,49.908136264194184,58.852704911391235,71.40803671678763,1.0,31.0
123,2022-01-31,MP 07: Naamsestraat 81,50.960872232317506,49.561237977291405,63.029613768677876,74.68499241889374,1.0,31.0
124,2022-02-01,MP 03: Naamsestraat 62 Taste,54.94899749953695,53.33208696054825,63.02556549824042,74.67186400259307,2.0,1.0
125,2022-02-01,MP 05: Calvariekapel KU Leuven,53.20372222222222,51.2391400462963,59.742470833333336,72.08236342592593,2.0,1.0
126,2022-02-01,MP 06: Parkstraat 2 La Filosovia,53.183853009259266,51.231712962962966,59.52101493055556,72.24359409722223,2.0,1.0
127,2022-02-01,MP 07: Naamsestraat 81,51.41307986111111,50.02971180555555,60.85135462962963,72.26155706018518,2.0,1.0
128,2022-02-02,MP 03: Naamsestraat 62 Taste,54.271620902018896,52.57871365067604,62.39626678551584,74.06385268105204,2.0,2.0
129,2022-02-02,MP 05: Calvariekapel KU Leuven,52.78829255306836,50.71998541632908,58.90072941503275,71.3131063219056,2.0,2.0
130,2022-02-02,MP 06: Parkstraat 2 La Filosovia,52.609424768518515,50.58191550925926,58.755119560185186,71.432253125,2.0,2.0
131,2022-02-02,MP 07: Naamsestraat 81,51.14563068589551,49.608401814856826,60.65306071899812,72.14738269404384,2.0,2.0
132,2022-02-03,MP 03: Naamsestraat 62 Taste,54.32165580016444,52.67035818925084,62.640087318039164,74.19573531285104,2.0,3.0
133,2022-02-03,MP 05: Calvariekapel KU Leuven,52.41939004629629,50.483148148148146,59.067803125000005,71.35498425925925,2.0,3.0
134,2022-02-03,MP 06: Parkstraat 2 La Filosovia,52.17410185185186,50.30301273148148,59.03506631944445,71.53468148148148,2.0,3.0
135,2022-02-03,MP 07: Naamsestraat 81,50.77181481481481,49.3467662037037,60.65644224537037,71.82711712962963,2.0,3.0
136,2022-02-04,MP 03: Naamsestraat 62 Taste,55.437792959703565,53.807794117647056,63.17771560907827,74.89099617878647,2.0,4.0
137,2022-02-04,MP 05: Calvariekapel KU Leuven,54.1289375,52.22254398148148,60.546841898148145,72.82944421296297,2.0,4.0
138,2022-02-04,MP 06: Parkstraat 2 La Filosovia,53.47958541186819,51.611786016041854,59.74576939547912,72.28195222166923,2.0,4.0
139,2022-02-04,MP 07: Naamsestraat 81,52.175741898148146,50.75222569444444,61.15846967592593,72.67124768518518,2.0,4.0
140,2022-02-05,MP 03: Naamsestraat 62 Taste,53.25530555555556,51.55339814814814,61.337387500000006,72.98638726851853,2.0,5.0
141,2022-02-05,MP 05: Calvariekapel KU Leuven,51.207699430529196,49.168657113755266,58.251555511829245,70.67121371359785,2.0,5.0
142,2022-02-05,MP 06: Parkstraat 2 La Filosovia,50.33704976851851,48.273572916666666,56.858601620370365,69.71321319444445,2.0,5.0
143,2022-02-05,MP 07: Naamsestraat 81,48.559090277777784,47.05276967592592,58.272296875,69.71946770833333,2.0,5.0
144,2022-02-06,MP 03: Naamsestraat 62 Taste,52.64308271111883,51.11484169705388,61.01135301267582,73.14903548069688,2.0,6.0
145,2022-02-06,MP 05: Calvariekapel KU Leuven,50.93592824074074,49.25555902777778,60.34322858796296,72.73446874999999,2.0,6.0
146,2022-02-06,MP 06: Parkstraat 2 La Filosovia,49.66896260373384,47.95594509195708,56.959773145522526,69.73257121031493,2.0,6.0
147,2022-02-06,MP 07: Naamsestraat 81,49.52260648148148,48.03797685185185,60.26751724537037,72.36766793981481,2.0,6.0
148,2022-02-07,MP 03: Naamsestraat 62 Taste,53.180166685959016,51.603770112281516,62.28779893506193,73.87091955087395,2.0,7.0
149,2022-02-07,MP 05: Calvariekapel KU Leuven,50.63852662037037,48.91150925925926,58.57555451388889,70.67839699074074,2.0,7.0
150,2022-02-07,MP 06: Parkstraat 2 La Filosovia,49.974853009259256,48.228144675925925,57.65180243055556,70.11251284722222,2.0,7.0
151,2022-02-07,MP 07: Naamsestraat 81,49.29997916666667,47.88602893518519,60.845282175925924,72.16820914351851,2.0,7.0
152,2022-02-08,MP 03: Naamsestraat 62 Taste,53.655820494716004,52.179097843575285,62.320961304735334,73.77086442188603,2.0,8.0
153,2022-02-08,MP 05: Calvariekapel KU Leuven,51.3336805676123,49.58737919140711,58.99554428973228,71.02563931617996,2.0,8.0
154,2022-02-08,MP 06: Parkstraat 2 La Filosovia,50.76533796296297,49.00121990740741,58.075959027777785,70.43016840277778,2.0,8.0
155,2022-02-08,MP 07: Naamsestraat 81,50.06572797666586,48.57400604187646,59.96123603828837,71.28555077143884,2.0,8.0
156,2022-02-09,MP 03: Naamsestraat 62 Taste,53.10511953690304,51.523739507959476,61.9976823154848,73.4169429811867,2.0,9.0
157,2022-02-09,MP 05: Calvariekapel KU Leuven,50.90142478500909,48.945650991330915,58.22994560122224,70.379903471105,2.0,9.0
158,2022-02-09,MP 06: Parkstraat 2 La Filosovia,50.79196180555556,48.758127314814814,58.091875,70.60234710648149,2.0,9.0
159,2022-02-09,MP 07: Naamsestraat 81,50.09394090209378,48.40559497216403,60.04050116320791,71.39602587992917,2.0,9.0
160,2022-02-10,MP 03: Naamsestraat 62 Taste,54.09843842244782,52.63488256334865,62.175889890840054,73.70784053156146,2.0,10.0
161,2022-02-10,MP 05: Calvariekapel KU Leuven,52.22984722222222,50.513863425925926,58.668196875,70.82315752314814,2.0,10.0
162,2022-02-10,MP 06: Parkstraat 2 La Filosovia,52.134451388888884,50.40428009259259,58.42280694444444,70.98248310185186,2.0,10.0
163,2022-02-10,MP 07: Naamsestraat 81,51.58358449074074,50.19837962962963,59.959340625,71.5037917824074,2.0,10.0
164,2022-02-11,MP 03: Naamsestraat 62 Taste,54.21367019737223,52.64633096023615,62.70631776350061,74.20045447705041,2.0,11.0
165,2022-02-11,MP 05: Calvariekapel KU Leuven,52.69141656732138,50.86329818632159,59.359421868308665,71.5519894906191,2.0,11.0
166,2022-02-11,MP 06: Parkstraat 2 La Filosovia,51.83793865740741,50.03912731481481,59.218525694444445,71.50985775462964,2.0,11.0
167,2022-02-11,MP 07: Naamsestraat 81,51.5250775462963,49.97285763888889,61.19632546296296,72.37706782407408,2.0,11.0
168,2022-02-12,MP 03: Naamsestraat 62 Taste,53.06495414756149,51.325598629058405,61.225532745125285,72.7982057338706,2.0,12.0
169,2022-02-12,MP 05: Calvariekapel KU Leuven,50.43319830090626,48.227911202675955,56.97297468720703,69.51376555284205,2.0,12.0
170,2022-02-12,MP 06: Parkstraat 2 La Filosovia,49.772842278267106,47.685622518779155,56.422513223532675,69.36111228139215,2.0,12.0
171,2022-02-12,MP 07: Naamsestraat 81,48.01576273148148,46.61138425925926,57.607443171296296,68.94894976851852,2.0,12.0
172,2022-02-13,MP 03: Naamsestraat 62 Taste,51.89862847222222,50.198166666666665,60.32504178240741,71.93076030092593,2.0,13.0
173,2022-02-13,MP 05: Calvariekapel KU Leuven,51.501065972222214,49.634342592592596,60.05509641203704,71.72599201388888,2.0,13.0
174,2022-02-13,MP 06: Parkstraat 2 La Filosovia,54.614509427192445,52.96629359136101,63.11257352515654,74.85262630354518,2.0,13.0
175,2022-02-13,MP 07: Naamsestraat 81,59.92003611152907,58.632411254759894,69.34002094931654,80.45351520272226,2.0,13.0
176,2022-02-14,MP 03: Naamsestraat 62 Taste,54.50861939218524,52.83184138929088,62.811137829233,74.42443901591896,2.0,14.0
177,2022-02-14,MP 05: Calvariekapel KU Leuven,53.02019815044155,51.07757265709094,60.50714360119909,72.84656338615031,2.0,14.0
178,2022-02-14,MP 06: Parkstraat 2 La Filosovia,53.251659162721786,51.374930265396586,60.197432609173724,72.51659452076991,2.0,14.0
179,2022-02-14,MP 07: Naamsestraat 81,53.941280092592585,52.191219907407415,62.85142083333333,74.52553888888889,2.0,14.0
180,2022-02-15,MP 03: Naamsestraat 62 Taste,55.781401567329176,54.08902290800912,63.30050828230446,75.07465418050909,2.0,15.0
181,2022-02-15,MP 05: Calvariekapel KU Leuven,54.00320138888888,51.98725231481481,60.36521655092592,72.70971643518519,2.0,15.0
182,2022-02-15,MP 06: Parkstraat 2 La Filosovia,53.90500694444444,51.957903935185186,60.06874745370371,72.70302372685185,2.0,15.0
183,2022-02-15,MP 07: Naamsestraat 81,54.26501736111111,52.42798611111111,62.13066400462963,73.95252060185186,2.0,15.0
184,2022-02-16,MP 03: Naamsestraat 62 Taste,56.24826428678913,54.60397379356646,63.93224190019793,75.86177668970147,2.0,16.0
185,2022-02-16,MP 05: Calvariekapel KU Leuven,55.417479166666666,53.57703356481482,63.25219745370371,75.45409236111111,2.0,16.0
186,2022-02-16,MP 06: Parkstraat 2 La Filosovia,55.97394444444444,54.131224537037035,62.54577731481481,75.00860486111111,2.0,16.0
187,2022-02-16,MP 07: Naamsestraat 81,56.06785958170812,54.37361312052223,64.27155233278162,76.07413025613722,2.0,16.0
188,2022-02-17,MP 03: Naamsestraat 62 Taste,56.5788907582526,54.85096710564483,65.48487950339386,77.50242640830771,2.0,17.0
189,2022-02-17,MP 05: Calvariekapel KU Leuven,56.08393778777792,54.153280523306385,64.50714721471567,76.68991162245857,2.0,17.0
190,2022-02-17,MP 06: Parkstraat 2 La Filosovia,56.09522064366484,54.158409973905485,63.67009312844303,75.86613406784575,2.0,17.0
191,2022-02-17,MP 07: Naamsestraat 81,56.49696941580358,54.638385080200884,64.89765416777814,76.54203303139606,2.0,17.0
192,2022-02-18,MP 03: Naamsestraat 62 Taste,57.62865164636688,55.88766382623999,65.66092564720047,77.71155629139074,2.0,18.0
193,2022-02-18,MP 05: Calvariekapel KU Leuven,57.87023249890003,55.728243753328854,64.98432114489498,77.60929104045574,2.0,18.0
194,2022-02-18,MP 06: Parkstraat 2 La Filosovia,57.43024693501893,55.36825964644185,63.93196841824981,76.55523506870884,2.0,18.0
195,2022-02-18,MP 07: Naamsestraat 81,57.221274674384944,55.38331230101302,65.08051392185239,76.95556607814761,2.0,18.0
196,2022-02-19,MP 03: Naamsestraat 62 Taste,54.8704788249864,53.14539057165013,62.84834824477136,74.73972696443246,2.0,19.0
197,2022-02-19,MP 05: Calvariekapel KU Leuven,54.035273964675106,51.8620546771916,61.47388388620107,73.94574156809185,2.0,19.0
198,2022-02-19,MP 06: Parkstraat 2 La Filosovia,52.790184027777784,50.736414351851856,59.58541331018518,72.16504988425926,2.0,19.0
199,2022-02-19,MP 07: Naamsestraat 81,51.46985185185186,49.87513657407407,60.83820150462963,72.4235130787037,2.0,19.0
200,2022-02-20,MP 03: Naamsestraat 62 Taste,54.46267013888889,52.87426851851852,62.466799305555554,74.37022662037037,2.0,20.0
201,2022-02-20,MP 05: Calvariekapel KU Leuven,53.29981018518518,51.42587268518519,61.61094479166667,74.03589548611112,2.0,20.0
202,2022-02-20,MP 06: Parkstraat 2 La Filosovia,52.29199189814815,50.499186342592594,58.850190393518524,71.50918969907407,2.0,20.0
203,2022-02-20,MP 07: Naamsestraat 81,51.316831213324235,49.89936110371648,61.72375478882858,73.51737577981227,2.0,20.0
204,2022-02-21,MP 03: Naamsestraat 62 Taste,55.876456903436384,54.238248127871856,64.76487933888123,76.73308660979873,2.0,21.0
205,2022-02-21,MP 05: Calvariekapel KU Leuven,54.81020625477442,52.923398689784484,62.978568138151346,75.31395252204912,2.0,21.0
