,0
mon,0.092602039
tue,0.012520683
wed,0.010519112
thu,0.035405815
fri,0.1287468
sat,0.045896803
sun,0.074708973
public holiday,0.009443795
KUL holiday,0.161949563
temp,0.22411745
rain intensity,0.036679111
rain,0.098329558
windspeed,0.085984032
hour_sin,0.198953008
hour_cos,0.452914323
