index,Hour,"['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_1","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_2","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_3","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_4","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_5","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_6","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_7",Holiday,is_kul_holiday,LC_TEMP_QCL3,LC_RAININ,LC_DAILYRAIN,LC_WINDSPEED,heavy,car,bike,pedestrian
3657,9,False,False,False,True,False,False,False,0,False,13.635005549352506,0.0,0.0,0.1439814814814815,17.02798581,198.6598344501,228.4588096177,8.513992905
3780,12,False,True,False,False,False,False,False,0,False,16.027844223155633,0.0002716049382716,2.9320987654320985e-05,0.1646141975308642,34.8012889366,172.7175080559,259.0762620838,11.6004296455
3688,16,False,False,False,False,True,False,False,0,False,23.29373196923132,0.0,0.0,0.1781481481481481,19.2444761226,183.4640057021,505.4882394868,15.3955808981
3884,20,False,False,False,False,False,True,False,0,False,22.08302568244355,0.0,0.0,0.3366203703703703,0.0,0.0,0.0,0.0
3794,2,False,False,True,False,False,False,False,0,False,12.87199142562118,4.6296296296296296e-06,4.629629629629629e-05,0.0118518518518518,0.0,0.0,0.0,0.0
3940,4,False,True,False,False,False,False,False,0,False,8.90386503297922,0.0,0.0,0.0104012345679012,43.8871473354,81.5047021944,50.1567398119,1.2539184953
3854,14,False,False,False,False,True,False,False,0,False,22.735680537436643,0.0,0.0,0.5388271604938272,25.8064516129,289.0322580645,482.5806451613,28.3870967742
3714,18,False,False,False,False,False,True,False,0,False,26.122537360270723,0.0,0.0,0.4031635802469135,9.0843547224,140.1586157174,256.9574621485,3.893294881
3782,14,False,True,False,False,False,False,False,0,False,16.160922812046234,0.0007191358024691,0.003432098765432,0.0417746913580246,23.6151603499,238.7755102041,368.6588921283,17.055393586
3670,22,False,False,False,True,False,False,False,0,False,16.58298262607731,1.54320987654321e-06,0.0,0.0418364197530864,0.0,0.0,0.0,0.0
3829,13,False,False,False,True,False,False,False,0,False,18.32517073576397,0.0,4.629629629629629e-05,0.4999382716049382,44.094488189,269.2913385827,368.5039370079,18.8976377953
3705,9,False,False,False,False,False,True,False,0,False,15.222102548735824,0.0,0.0,0.3087037037037037,1.3333333333,160.0,257.3333333333,13.3333333333
3930,18,True,False,False,False,False,False,False,0,False,19.648940848641807,0.0,2.7777777777777782e-05,0.4871296296296297,9.1569767442,82.4127906977,218.4593023256,9.1569767442
3778,10,False,True,False,False,False,False,False,0,False,16.843574058862988,0.0,9.25925925925926e-06,0.213503086419753,30.6491663711,228.5916991841,348.6342674707,16.6016317843
3726,6,False,False,False,False,False,False,True,1,False,16.22301528432773,7.71604938271605e-06,0.0046527777777777,0.0195216049382716,9.9447513812,38.5359116022,63.3977900552,4.9723756906
3680,8,False,False,False,False,True,False,False,0,False,14.342541509234833,0.0,0.0,0.0580709876543209,33.1034482759,155.8620689655,331.0344827586,12.4137931034
3715,19,False,False,False,False,False,True,False,0,False,25.504796206603302,0.0,0.0,0.3027932098765432,12.6138752628,133.7070777856,214.4358794674,5.0455501051
3868,4,False,False,False,False,False,True,False,0,False,15.660878575621048,0.0,0.0,0.0284876543209876,9.2749355907,39.7497239603,38.4247331616,1.3249907987
3883,19,False,False,False,False,False,True,False,0,False,23.13782280991296,0.0,0.0,0.4169907407407407,8.3876980429,107.3625349487,266.7287977633,21.8080149115
3948,12,False,True,False,False,False,False,False,0,False,19.25685414270075,0.0,0.0,0.2838425925925926,43.3534043539,173.4136174155,248.4483557202,0.0
3798,6,False,False,True,False,False,False,False,0,False,13.3907649831267,0.0,9.25925925925926e-06,0.0548919753086419,68.9804772234,374.8373101952,373.5357917571,7.8091106291
3947,11,False,True,False,False,False,False,False,0,False,17.9798380895036,0.0,0.0,0.2566512345679012,45.3463960812,234.2897130861,264.5206438069,3.7788663401
3788,20,False,True,False,False,False,False,False,0,False,18.477320871801023,4.6296296296296296e-06,0.0041172839506172,0.2318518518518518,0.0,0.0,0.0,0.0
3792,0,False,False,True,False,False,False,False,0,False,13.614246278026142,3.08641975308642e-06,0.0008163580246913,0.0130401234567901,0.0,0.0,0.0,0.0
3710,14,False,False,False,False,False,True,False,0,False,22.800334436021203,0.0,0.0,0.4236882716049382,7.6824583867,107.5544174136,245.8386683739,29.1933418694
3696,0,False,False,False,False,False,True,False,0,False,18.18751633337058,0.0,1.54320987654321e-06,0.0539506172839506,0.0,0.0,0.0,0.0
3685,13,False,False,False,False,True,False,False,0,False,23.143982942644747,0.0,0.0,0.3011265432098765,31.6344463972,222.7065026362,465.6590509666,7.5922671353
3664,16,False,False,False,True,False,False,False,0,False,21.38280716124797,0.0,0.0,0.2657253086419753,23.5465116279,150.4360465116,504.9418604651,18.3139534884
3936,0,False,True,False,False,False,False,False,0,False,12.18680983074444,0.0,4.6296296296296296e-06,0.014074074074074,0.0,0.0,0.0,0.0
3924,12,True,False,False,False,False,False,False,0,False,18.990428167378592,0.0,0.0,0.5734259259259259,24.2038216561,185.9872611465,189.8089171975,5.0955414013
3674,2,False,False,False,False,True,False,False,0,False,12.693137829183009,0.0,0.0,0.0250771604938271,0.0,0.0,0.0,0.0
3825,9,False,False,False,True,False,False,False,0,False,15.251967074486522,3.08641975308642e-06,0.0002808641975308,0.4254166666666666,26.7956829178,259.9181243022,313.5094901377,6.6989207294
3744,0,True,False,False,False,False,False,False,1,False,15.53690048507483,2.623456790123457e-05,0.0079691358024691,0.3451851851851852,0.0,0.0,0.0,0.0
3695,23,False,False,False,False,True,False,False,0,False,18.58093486605976,0.0,9.25925925925926e-06,0.0506635802469135,0.0,0.0,0.0,0.0
3765,21,True,False,False,False,False,False,False,1,False,16.357994541526857,0.0,0.0001388888888888,0.0203703703703703,0.0,0.0,0.0,0.0
3805,13,False,False,True,False,False,False,False,0,False,14.780941197153068,0.0066342592592592,0.0159799382716049,0.3044907407407407,44.9678800857,164.4539614561,176.017130621,6.4239828694
3812,20,False,False,True,False,False,False,False,0,False,17.51210702139614,1.234567901234568e-05,0.0229166666666666,0.3972530864197531,0.0,0.0,0.0,0.0
3938,2,False,True,False,False,False,False,False,0,False,10.22974385135416,0.0,0.0,0.0096141975308641,0.0,0.0,0.0,0.0
3861,21,False,False,False,False,True,False,False,0,False,20.486944190149742,0.0,0.0,0.1138888888888888,0.0,0.0,0.0,0.0
3707,11,False,False,False,False,False,True,False,0,False,18.246303827822025,0.0,0.0,0.3161265432098765,12.5043417853,170.0590482807,258.8398749566,1.2504341785
3869,5,False,False,False,False,False,True,False,0,False,15.8295147317443,0.0,0.0,0.0143364197530864,17.6904176904,103.6153036153,92.2428922429,5.0544050544
3797,5,False,False,True,False,False,False,False,0,False,12.633820157411378,7.71604938271605e-06,5.5555555555555565e-05,0.0240895061728395,41.5239426774,159.8042642433,130.8633344984,5.033205173
3882,18,False,False,False,False,False,True,False,0,False,23.763890042634564,0.0,0.0,0.4724537037037036,7.7225598856,97.8190918842,234.2509831963,9.0096531999
3943,7,False,True,False,False,False,False,False,0,False,9.825121155916454,0.0,0.0,0.0155864197530864,44.5901639344,145.5737704918,394.7540983607,13.1147540984
3652,4,False,False,False,True,False,False,False,0,False,6.885095536160426,0.0,0.0,0.0103703703703703,33.8675958188,74.0069686411,71.4982578397,3.7630662021
3932,20,True,False,False,False,False,False,False,0,False,17.408085224119432,0.0,2.7777777777777782e-05,0.3066666666666666,0.0,0.0,0.0,0.0
3911,23,False,False,False,False,False,False,True,1,False,14.81921496195774,0.0,0.0,0.0184567901234567,0.0,0.0,0.0,0.0
3906,18,False,False,False,False,False,False,True,1,False,21.83354797912293,0.0,0.0,0.4577314814814815,7.8574026919,141.433248454,206.9116042197,17.0243724991
3891,3,False,False,False,False,False,False,True,1,False,12.198133860809492,0.0,0.0,0.0209722222222222,10.6194690265,14.1592920354,21.2389380531,0.0
3764,20,True,False,False,False,False,False,False,1,False,17.8237318689353,0.0,0.0001388888888888,0.1518055555555555,0.0,0.0,0.0,0.0
3813,21,False,False,True,False,False,False,False,0,False,16.625821307401637,9.25925925925926e-06,0.0229182098765432,0.3941820987654321,0.0,0.0,0.0,0.0
3743,23,False,False,False,False,False,False,True,1,False,15.547837524930491,5.864197530864197e-05,0.0410046296296296,0.2769444444444444,0.0,0.0,0.0,0.0
3779,11,False,True,False,False,False,False,False,0,False,17.11181272354605,0.0,9.25925925925926e-06,0.2256944444444444,33.3927934356,164.3952907599,247.8772743489,24.4024259722
3908,20,False,False,False,False,False,False,True,1,False,19.407159914930475,0.0,0.0,0.3238117283950617,0.0,0.0,0.0,0.0
3842,2,False,False,False,False,True,False,False,0,False,15.042586818369514,0.0,0.0,0.0336419753086419,0.0,0.0,0.0,0.0
3727,7,False,False,False,False,False,False,True,1,False,16.48436999413208,0.0,0.0046574074074074,0.0972067901234567,7.6433121019,70.0636942675,133.7579617834,7.6433121019
3678,6,False,False,False,False,True,False,False,0,False,10.235635004562011,0.0,0.0,0.012716049382716,45.0643776824,233.0472103004,506.008583691,19.313304721
3886,22,False,False,False,False,False,True,False,0,False,18.350078376828144,0.0,0.0,0.0573456790123456,0.0,0.0,0.0,0.0
3941,5,False,True,False,False,False,False,False,0,False,8.359832459113276,0.0,0.0,0.015108024691358,34.9757113116,161.1380985427,276.0582928522,3.7473976405
3703,7,False,False,False,False,False,True,False,0,False,14.705820523982558,0.0,0.0,0.1576234567901234,12.4309392265,96.9613259669,164.0883977901,8.7016574586
3836,20,False,False,False,True,False,False,False,0,False,19.49359971414677,0.0,6.481481481481482e-05,0.2766512345679012,0.0,0.0,0.0,0.0
3638,14,False,False,True,False,False,False,False,0,False,17.27828265368953,0.0,1.851851851851852e-05,0.5676851851851852,33.900760594,159.0727997102,367.692864904,23.4697573343
3686,14,False,False,False,False,True,False,False,0,False,23.17749593411212,0.0,0.0,0.2343672839506173,28.3667621777,202.435530086,528.6532951289,16.7621776504
3723,3,False,False,False,False,False,False,True,1,False,17.069406294548973,3.08641975308642e-06,0.0046388888888888,0.0302006172839506,0.0,24.6575342466,12.3287671233,0.0
3633,9,False,False,True,False,False,False,False,0,False,13.310382525717085,1.0802469135802469e-05,3.08641975308642e-06,0.2962654320987654,14.6558105107,242.4870466321,182.5314581791,9.3264248705
3761,17,True,False,False,False,False,False,False,1,False,18.62032116492153,3.08641975308642e-06,0.0001388888888888,0.6767438271604937,11.3445378151,151.2605042017,341.5966386555,20.1680672269
3846,6,False,False,False,False,True,False,False,0,False,15.388930692137126,0.0,0.0,0.0886419753086419,44.3349753695,281.2104152006,415.4820548909,6.3335679099
3887,23,False,False,False,False,False,True,False,0,False,16.240307689784206,0.0,0.0,0.0208024691358024,0.0,0.0,0.0,0.0
3835,19,False,False,False,True,False,False,False,0,False,20.323128974089684,1.54320987654321e-06,6.17283950617284e-05,0.2392592592592592,10.5439330544,138.5774058577,296.7364016736,16.5690376569
3909,21,False,False,False,False,False,False,True,1,False,18.40021923998249,0.0,0.0,0.1659567901234568,0.0,0.0,0.0,0.0
3844,4,False,False,False,False,True,False,False,0,False,15.091436554837973,0.0,0.0,0.0468364197530864,24.0929904896,81.1553363861,55.7942937654,1.268052131
3914,2,True,False,False,False,False,False,False,0,False,11.655216619340075,0.0,0.0,0.0302932098765432,0.0,0.0,0.0,0.0
3672,0,False,False,False,False,True,False,False,0,False,14.36838838672639,0.0,0.0,0.0295833333333333,0.0,0.0,0.0,0.0
3700,4,False,False,False,False,False,True,False,0,False,16.453481582851982,0.0,0.0,0.2284104938271604,6.2630480167,43.8413361169,27.5574112735,3.75782881
3791,23,False,True,False,False,False,False,False,0,False,14.334370509497864,1.54320987654321e-06,0.0041203703703703,0.0109259259259259,0.0,0.0,0.0,0.0
3656,8,False,False,False,True,False,False,False,0,False,10.716591383590533,0.0,0.0,0.0438734567901234,51.7508293402,183.1183192038,278.6583118319,15.9233321047
3684,12,False,False,False,False,True,False,False,0,False,22.69622164781916,0.0,0.0,0.3718364197530864,24.9710982659,177.5722543353,375.9537572254,13.8728323699
3860,20,False,False,False,False,True,False,False,0,False,21.28384166598416,0.0,0.0,0.1966820987654321,0.0,0.0,0.0,0.0
3777,9,False,True,False,False,False,False,False,0,False,15.430494377193863,3.08641975308642e-06,7.71604938271605e-06,0.1647530864197531,51.0276399717,236.0028348689,219.4188518781,7.6541459957
3851,11,False,False,False,False,True,False,False,0,False,19.010099242044724,0.0,0.0,0.496358024691358,12.8342245989,245.1336898396,245.1336898396,6.4171122995
3661,13,False,False,False,True,False,False,False,0,False,18.658387230027728,0.0,0.0,0.3044907407407407,33.5403726708,156.5217391304,301.8633540373,0.0
3822,6,False,False,False,True,False,False,False,0,False,12.304220544029594,4.6296296296296296e-06,0.0002777777777777,0.1197685185185185,38.4478462086,347.3122107512,435.742257031,24.3503025988
3724,4,False,False,False,False,False,False,True,1,False,16.598510147765605,7.71604938271605e-06,0.0046388888888888,0.049074074074074,4.0800906687,21.7604835663,21.7604835663,6.8001511145
3787,19,False,True,False,False,False,False,False,0,False,18.77957968904025,0.0,0.0041111111111111,0.3421913580246913,12.323491656,101.6688061617,269.5763799743,12.323491656
3824,8,False,False,False,True,False,False,False,0,False,14.363957639465305,1.54320987654321e-06,0.0002777777777777,0.3555864197530864,42.9850746269,200.1492537313,232.3880597015,16.1194029851
3679,7,False,False,False,False,True,False,False,0,False,11.685191525290447,0.0,0.0,0.0290895061728395,50.1070663812,170.8779443255,355.8886509636,11.5631691649
3933,21,True,False,False,False,False,False,False,0,False,16.010390171301925,0.0,2.7777777777777782e-05,0.1539197530864197,0.0,0.0,0.0,0.0
3626,2,False,False,True,False,False,False,False,0,False,9.042755117178656,0.0,0.0,0.0149845679012345,0.0,0.0,0.0,0.0
3913,1,True,False,False,False,False,False,False,0,False,12.42137481245956,0.0,0.0,0.0263117283950617,0.0,0.0,0.0,0.0
3775,7,False,True,False,False,False,False,False,0,False,12.845612047968938,0.0,0.0,0.0968518518518518,63.6492220651,236.775106082,295.3323903819,7.6379066478
3654,6,False,False,False,True,False,False,False,0,False,6.155286749082249,0.0,0.0,0.0047685185185185,53.4588917059,219.0510684535,550.2354219486,9.1271278522
3875,11,False,False,False,False,False,True,False,0,False,19.12241491651756,0.0,0.0,0.2461265432098765,12.356979405,264.9885583524,343.2494279176,0.0
3931,19,True,False,False,False,False,False,False,0,False,18.691154365953498,0.0,2.7777777777777782e-05,0.4476543209876543,12.9671319226,147.5011256191,332.2827555155,12.9671319226
3803,11,False,False,True,False,False,False,False,0,False,15.291440402532103,0.0051512345679012,0.0045277777777777,0.2353858024691358,51.0174418605,151.7441860465,170.0581395349,32.7034883721
3905,17,False,False,False,False,False,False,True,1,False,22.621226644312557,0.0,0.0,0.4634567901234567,5.1100070972,111.1426543648,265.7203690561,33.215046132
3867,3,False,False,False,False,False,True,False,0,False,15.437360732120617,0.0,0.0,0.01875,0.0,110.9589041096,12.3287671233,12.3287671233
3939,3,False,True,False,False,False,False,False,0,False,9.500580732821428,0.0,0.0,0.0094444444444444,10.4046242775,26.0115606936,20.8092485549,0.0
3811,19,False,False,True,False,False,False,False,0,False,18.005819444718266,2.006172839506173e-05,0.0228981481481481,0.4180864197530864,6.5424806906,145.5701953657,274.784189005,6.5424806906
3719,23,False,False,False,False,False,True,False,0,False,21.54965508610407,0.0,0.0,0.1904629629629629,0.0,0.0,0.0,0.0
3694,22,False,False,False,False,True,False,False,0,False,19.739622912531875,3.08641975308642e-06,9.25925925925926e-06,0.0194444444444444,0.0,0.0,0.0,0.0
3802,10,False,False,True,False,False,False,False,0,False,16.050082012668682,0.0011589506172839,0.0006157407407407,0.2736265432098765,52.6766595289,246.6809421842,335.3319057816,29.5503211991
3852,12,False,False,False,False,True,False,False,0,False,20.973549660492736,0.0,0.0,0.5191975308641975,26.7083170636,181.3354158532,305.0370948848,19.6798125732
3729,9,False,False,False,False,False,False,True,1,False,19.115473199969884,0.0,0.0046574074074074,0.0854012345679012,5.6293979672,115.4026583268,129.4761532447,7.036747459
3712,16,False,False,False,False,False,True,False,0,False,25.47276812179634,0.0,0.0,0.4476234567901234,15.5451601295,141.2018711767,388.6290032386,16.8405901403
3857,17,False,False,False,False,True,False,False,0,False,22.89791108308261,0.0,0.0,0.4405864197530864,17.9168147885,222.6804123711,436.402417348,7.6786349093
3699,3,False,False,False,False,False,True,False,0,False,17.024587529926126,0.0,0.0,0.1460030864197531,0.0,41.0646387833,13.6882129278,0.0
3762,18,True,False,False,False,False,False,False,1,False,18.53660981501981,0.0,0.0001388888888888,0.4795679012345679,12.729844413,138.7553041018,316.973125884,14.0028288543
3928,16,True,False,False,False,False,False,False,0,False,20.35927331101561,1.54320987654321e-05,4.6296296296296296e-06,0.6394135802469135,17.1303074671,163.3967789165,379.5021961933,17.1303074671
3839,23,False,False,False,True,False,False,False,0,False,15.238465415937243,0.0,6.481481481481482e-05,0.0474382716049382,0.0,0.0,0.0,0.0
3650,2,False,False,False,True,False,False,False,0,False,8.201862768529157,0.0,0.0,0.0050462962962962,0.0,0.0,0.0,0.0
3918,6,True,False,False,False,False,False,False,0,False,11.878360317848934,0.0,0.0,0.0370524691358024,49.9822000712,262.7269490922,492.1324314703,19.2239231043
3766,22,True,False,False,False,False,False,False,1,False,14.356560592165671,4.6296296296296296e-06,0.0001388888888888,0.0108796296296296,0.0,0.0,0.0,0.0
3768,0,False,True,False,False,False,False,False,0,False,12.311026381559316,0.0,2.9320987654320985e-05,0.0154166666666666,0.0,0.0,0.0,0.0
3776,8,False,True,False,False,False,False,False,0,False,14.273660502193716,0.0,0.0,0.1035493827160493,58.6609989373,195.1115834219,252.4973432519,7.651434644
3728,8,False,False,False,False,False,False,True,1,False,17.279452126806486,0.0,0.0046574074074074,0.1411419753086419,9.996528983,98.715723707,136.2027073933,9.996528983
3900,12,False,False,False,False,False,False,True,1,False,21.096931886842675,0.0,0.0,0.3205092592592592,0.0,111.6397621071,162.1070518267,6.1172472387
3751,7,True,False,False,False,False,False,False,1,False,13.290613249423302,7.87037037037037e-05,9.876543209876544e-05,0.3665586419753086,11.7689792953,66.6908826734,100.6901561932,5.2306574646
3711,15,False,False,False,False,False,True,False,0,False,24.35158426013291,0.0,0.0,0.44304012345679,8.1355932203,82.7118644068,176.2711864407,8.1355932203
3771,3,False,True,False,False,False,False,False,0,False,10.999769455514764,4.6296296296296296e-06,0.0,0.0643672839506172,12.676056338,38.0281690141,6.338028169,0.0
