,0
0,48.885704171471964
1,48.918060014969434
2,48.930483429684045
3,48.988714682946245
4,49.06024146255562
5,49.25336552889195
6,49.15092103269312
7,49.12115125942887
8,49.12115125942887
9,49.12115125942887
10,49.121166712891664
11,49.11927411540062
12,49.11917203443685
13,49.131094038788795
14,49.131840468896314
15,49.13171228789273
16,49.13171722471536
17,49.12447898961398
18,49.12276017679817
19,49.129063935327906
20,49.16817128992008
21,49.84417941039079
22,49.880758615363646
23,50.873017751167154
24,50.881350947410965
25,51.292296347112305
26,51.35792689291214
27,51.478166011636674
28,51.48448151992254
29,51.506056701089385
30,51.49535719540229
31,51.47102903829374
32,51.422521096632025
33,51.43467960947144
34,51.67365102039857
35,51.80737935086372
36,51.79626427088073
37,51.80148641749104
38,51.866870463766396
39,51.89630419880012
40,51.90095032119079
41,51.92312394117035
42,51.93173247597611
43,51.92999847417484
44,51.91180302774292
45,51.899664972641425
46,51.78911784798276
47,51.764514552854116
48,51.63132146727413
49,51.78892814239619
50,51.812869861862765
51,51.88343803933406
52,51.84891160774327
53,51.778513982315374
54,51.666267709806895
55,51.949275365577336
56,51.99110350218117
57,52.01037311559675
58,52.091358311784546
59,52.18367988651621
60,52.30070785840489
61,52.29172198714455
62,52.17149028836038
63,51.80213066800295
64,52.22809588724255
65,52.475635341323084
66,52.47878878498516
67,52.48488409721107
68,52.4795949110213
69,52.520988330568386
70,52.40216232050152
71,52.53307339435721
72,52.58246991472463
73,52.62516717873964
74,52.824510523697036
75,52.817056883542065
76,52.787908609913465
77,52.762500466957974
78,52.614451826722224
79,52.55969598413633
80,52.59667839702703
81,52.607072774274585
82,52.6210142816426
83,52.599414553719846
84,52.5726163146083
85,52.57611453710644
86,52.597341125822695
87,52.61510222475003
88,52.60710818386627
89,52.60939582660668
90,52.55988842507084
91,52.375906766338964
92,52.386869611490795
93,52.23477732601213
94,52.181822859404804
95,52.354262598799494
96,52.39522715330964
97,52.394462865586675
98,52.38801179434918
99,52.395734785072264
