,0
0,0.0
1,0.31767752140680794
2,0.6353550428136159
3,0.9530325642204238
4,1.2707100856272318
5,1.5883876070340397
6,1.9060651284408476
7,2.2237426498476554
8,2.5414201712544635
9,2.8590976926612717
10,3.1767752140680794
11,3.494452735474887
12,3.8121302568816953
13,4.129807778288503
14,4.447485299695311
15,4.765162821102119
16,5.082840342508927
17,5.400517863915735
18,5.718195385322543
19,6.035872906729351
20,6.353550428136159
21,6.671227949542967
22,6.988905470949774
23,7.306582992356582
24,7.6242605137633905
25,7.941938035170199
26,8.259615556577007
27,8.577293077983814
28,8.894970599390621
29,9.21264812079743
30,9.530325642204238
31,9.848003163611047
32,10.165680685017854
33,10.483358206424661
34,10.80103572783147
35,11.118713249238278
36,11.436390770645087
37,11.754068292051894
38,12.071745813458701
39,12.38942333486551
40,12.707100856272318
41,13.024778377679125
42,13.342455899085934
43,13.660133420492741
44,13.977810941899548
45,14.295488463306357
46,14.613165984713165
47,14.930843506119974
48,15.248521027526781
49,15.566198548933588
50,15.883876070340397
51,16.201553591747206
52,16.519231113154014
53,16.83690863456082
54,17.15458615596763
55,17.472263677374436
56,17.789941198781243
57,18.107618720188054
58,18.42529624159486
59,18.742973763001668
60,19.060651284408475
61,19.378328805815283
62,19.696006327222094
63,20.0136838486289
64,20.331361370035708
65,20.649038891442515
66,20.966716412849323
67,21.284393934256133
68,21.60207145566294
69,21.919748977069748
70,22.237426498476555
71,22.555104019883363
72,22.872781541290173
73,23.19045906269698
74,23.508136584103788
75,23.825814105510595
76,24.143491626917402
77,24.46116914832421
78,24.77884666973102
79,25.096524191137828
80,25.414201712544635
81,25.731879233951442
82,26.04955675535825
83,26.36723427676506
84,26.684911798171868
85,27.002589319578675
86,27.320266840985482
87,27.63794436239229
88,27.955621883799097
89,28.273299405205908
90,28.590976926612715
91,28.908654448019522
92,29.22633196942633
93,29.544009490833137
94,29.861687012239948
95,30.179364533646755
96,30.497042055053562
97,30.81471957646037
98,31.132397097867177
99,31.450074619273988
