month,day,hour,description,lamax,laeq
12,17,2,MP 06: Parkstraat 2 La Filosovia,44.79947222222222,42.985499999999995
12,17,2,MP 07: Naamsestraat 81,42.70872222222222,41.39741666666667
12,17,2,MP08bis - Vrijthof,42.869305555555556,41.24447222222222
12,17,3,MP 01: Naamsestraat 35  Maxim,47.541916666666665,44.74538888888889
12,17,3,MP 02: Naamsestraat 57 Xior,46.462916666666665,43.955
12,17,3,MP 03: Naamsestraat 62 Taste,50.10450125034732,48.03267574326202
12,17,3,MP 04: His & Hears,47.74144444444445,45.79372222222222
12,17,3,MP 05: Calvariekapel KU Leuven,47.147083333333335,43.489583333333336
12,17,3,MP 06: Parkstraat 2 La Filosovia,42.664,40.70066666666666
12,17,3,MP 07: Naamsestraat 81,41.79522222222222,40.37247222222222
12,17,3,MP08bis - Vrijthof,42.223083333333335,40.541694444444445
12,17,4,MP 01: Naamsestraat 35  Maxim,45.473305555555555,42.535833333333336
12,17,4,MP 02: Naamsestraat 57 Xior,44.522555555555556,42.15858333333333
12,17,4,MP 03: Naamsestraat 62 Taste,48.68219444444444,46.99611111111111
12,17,4,MP 04: His & Hears,47.227444444444444,45.715555555555554
12,17,4,MP 05: Calvariekapel KU Leuven,46.306666666666665,42.763999999999996
12,17,4,MP 06: Parkstraat 2 La Filosovia,41.58155555555556,39.89483333333333
12,17,4,MP 07: Naamsestraat 81,40.99605555555555,39.76369444444444
12,17,4,MP08bis - Vrijthof,41.68413888888889,39.79211111111111
12,17,5,MP 01: Naamsestraat 35  Maxim,47.00102777777778,44.01866666666667
12,17,5,MP 02: Naamsestraat 57 Xior,46.51208333333334,44.348055555555554
12,17,5,MP 03: Naamsestraat 62 Taste,49.28888888888889,47.55577777777778
12,17,5,MP 04: His & Hears,47.437999999999995,45.99261111111111
12,17,5,MP 05: Calvariekapel KU Leuven,44.32672222222222,41.83541666666667
12,17,5,MP 06: Parkstraat 2 La Filosovia,41.19855555555555,39.69855555555555
12,17,5,MP 07: Naamsestraat 81,40.355555555555554,39.39811111111111
12,17,5,MP08bis - Vrijthof,41.60333333333333,39.70997222222222
12,17,6,MP 01: Naamsestraat 35  Maxim,44.16766666666667,41.246833333333335
12,17,6,MP 02: Naamsestraat 57 Xior,48.08258333333333,46.87261111111111
12,17,6,MP 03: Naamsestraat 62 Taste,48.74183333333333,47.26491666666667
12,17,6,MP 04: His & Hears,46.60711111111111,45.35538888888889
12,17,6,MP 05: Calvariekapel KU Leuven,45.97080555555556,42.81858333333333
12,17,6,MP 06: Parkstraat 2 La Filosovia,41.38838888888889,40.062194444444444
12,17,6,MP 07: Naamsestraat 81,41.24602777777778,40.36125
12,17,6,MP08bis - Vrijthof,42.513305555555554,40.67125
12,17,7,MP 01: Naamsestraat 35  Maxim,46.11194444444445,43.712250000000004
12,17,7,MP 02: Naamsestraat 57 Xior,48.494277777777775,47.38388888888889
12,17,7,MP 03: Naamsestraat 62 Taste,50.301,48.97058333333334
12,17,7,MP 04: His & Hears,48.39475,47.3725
12,17,7,MP 05: Calvariekapel KU Leuven,47.59433333333334,45.019305555555555
12,17,7,MP 06: Parkstraat 2 La Filosovia,44.184333333333335,42.995694444444446
12,17,7,MP 07: Naamsestraat 81,44.057944444444445,43.223972222222216
12,17,7,MP08bis - Vrijthof,42.06863888888889,40.35636111111111
12,17,8,MP 01: Naamsestraat 35  Maxim,49.736000000000004,47.86361111111111
12,17,8,MP 02: Naamsestraat 57 Xior,51.33533333333334,50.01011111111111
12,17,8,MP 03: Naamsestraat 62 Taste,51.22924999999999,49.841277777777776
12,17,8,MP 04: His & Hears,51.276583333333335,50.03363888888889
12,17,8,MP 05: Calvariekapel KU Leuven,49.89186111111111,48.01972222222222
12,17,8,MP 06: Parkstraat 2 La Filosovia,48.36005555555556,46.77755555555556
12,17,8,MP 07: Naamsestraat 81,47.53341666666666,46.34630555555556
12,17,8,MP08bis - Vrijthof,44.37177777777777,42.932
12,17,9,MP 01: Naamsestraat 35  Maxim,59.32383333333333,57.96622222222222
12,17,9,MP 02: Naamsestraat 57 Xior,56.99794444444444,55.78877777777778
12,17,9,MP 03: Naamsestraat 62 Taste,55.26038888888889,54.06227777777778
12,17,9,MP 04: His & Hears,56.663472222222225,55.420722222222224
12,17,9,MP 05: Calvariekapel KU Leuven,54.58266666666667,52.72569444444444
12,17,9,MP 06: Parkstraat 2 La Filosovia,52.334472222222225,51.02638888888889
12,17,9,MP 07: Naamsestraat 81,51.99311111111111,50.76747222222222
12,17,9,MP08bis - Vrijthof,46.70630555555556,45.52855555555555
12,17,10,MP 01: Naamsestraat 35  Maxim,54.78966666666666,53.01058333333334
12,17,10,MP 02: Naamsestraat 57 Xior,56.08147222222222,54.67955555555555
